"Date","Time","Reach","Unit","Type","sizeClass","count","Lat","Long","Lngth_Yrd","Flow","Visibility (ft)","temp"
2023-09-08,1899-12-31 09:00:00,"Goodwin",3,"RN","Small (<150)",6,37.8624283,-120.6306277,49,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Small (<150)",7,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Small (<150)",0,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Small (<150)",2,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Small (<150)",4,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Small (<150)",0,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Small (<150)",1,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Small (<150)",4,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Small (<150)",5,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 10:00:00,"Goodwin",11,"RN","Small (<150)",36,37.860778,-120.634326,42,405,"8",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Small (<150)",26,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Small (<150)",29,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Small (<150)",26,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Small (<150)",31,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:40:00,"Goodwin",22,"RF","Small (<150)",15,37.8581709,-120.6355961,36,405,"8",12.1
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Small (<150)",15,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Small (<150)",39,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Small (<150)",35,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Small (<150)",32,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 09:05:00,"Knights Ferry",132,"PL","Small (<150)",21,37.818476,-120.671374,63.2,366,"4-5",12.5
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Small (<150)",13,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Small (<150)",10,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Small (<150)",8,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Small (<150)",9,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Small (<150)",1,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Small (<150)",4,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Small (<150)",2,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Small (<150)",7,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 10:45:00,"Knights Ferry",143,"RN","Small (<150)",5,37.814804,-120.674592,76.3,366,"4",12.8
2023-09-11,1899-12-31 10:55:00,"Knights Ferry",145,"RF","Small (<150)",0,37.813669,-120.673656,52.8,366,"2",12.9
2023-09-11,1899-12-31 11:15:00,"Knights Ferry",154,"PL","Small (<150)",0,37.810706,-120.673371,134.3,366,"5",13.1
2023-09-11,1899-12-31 11:30:00,"Knights Ferry",155,"RN","Small (<150)",0,37.810338,-120.673323,44.9,366,"5",13.1
2023-09-11,1899-12-31 11:40:00,"Knights Ferry",159,"RN","Small (<150)",0,37.809465,-120.676023,86,366,"6",13.7
2023-09-11,1899-12-31 11:40:00,"Knights Ferry",159,"RN","Small (<150)",0,37.809465,-120.676023,86,366,"6",13.7
2023-09-11,1899-12-31 11:40:00,"Knights Ferry",159,"RN","Small (<150)",0,37.809465,-120.676023,86,366,"6",13.7
2023-09-11,1899-12-31 11:40:00,"Knights Ferry",159,"RN","Small (<150)",0,37.809465,-120.676023,86,366,"6",13.7
2023-09-11,1899-12-31 12:45:00,"Knights Ferry",171,"RN","Small (<150)",0,37.80839,-120.683,35,366,"5",14
2023-09-11,1899-12-31 13:00:00,"Knights Ferry",181,"RN","Small (<150)",1,37.808422,-120.687387,34.9,366,"6",13.9
2023-09-11,1899-12-31 13:10:00,"Knights Ferry",184,"RF","Small (<150)",0,37.808529,-120.689228,36.6,366,"6",13.9
2023-09-11,1899-12-31 13:20:00,"Knights Ferry",186,"PL","Small (<150)",0,37.80853,-120.690237,63.6,366,"6",13.9
2023-09-11,1899-12-31 13:25:00,"Knights Ferry",188,"RF","Small (<150)",0,37.808285,-120.691212,37.4,366,"2",14.3
2023-09-11,1899-12-31 13:25:00,"Knights Ferry",188,"RF","Small (<150)",0,37.808285,-120.691212,37.4,366,"2",14.3
2023-09-11,1899-12-31 13:25:00,"Knights Ferry",188,"RF","Small (<150)",0,37.808285,-120.691212,37.4,366,"2",14.3
2023-09-12,1899-12-31 08:30:00,"Knights Ferry",193,"RN","Small (<150)",7,37.808826,-120.693667,67.7,354,"8",12.8
2023-09-12,1899-12-31 08:40:00,"Knights Ferry",194,"RN","Small (<150)",10,37.809049,-120.694404,76,354,"8",12.8
2023-09-12,1899-12-31 08:55:00,"Knights Ferry",196,"RF","Small (<150)",0,37.809686,-120.695806,72.5,354,"8",12.8
2023-09-12,1899-12-31 09:15:00,"Knights Ferry",203,"RF","Small (<150)",0,37.811574,-120.69941,55.9,354,"3",12.9
2023-09-12,1899-12-31 09:30:00,"Knights Ferry",208,"RN","Small (<150)",3,37.814148,-120.703558,36.9,354,"6",13
2023-09-12,1899-12-31 09:30:00,"Knights Ferry",208,"RN","Small (<150)",12,37.814148,-120.703558,36.9,354,"6",13
2023-09-12,1899-12-31 09:30:00,"Knights Ferry",208,"RN","Small (<150)",3,37.814148,-120.703558,36.9,354,"6",13
2023-09-12,1899-12-31 09:30:00,"Knights Ferry",208,"RN","Small (<150)",7,37.814148,-120.703558,36.9,354,"6",13
2023-09-12,1899-12-31 09:55:00,"Knights Ferry",214,"RN","Small (<150)",2,37.814705,-120.706694,107.5,354,"3",13.3
2023-09-12,1899-12-31 10:45:00,"Knights Ferry",216,"RN","Small (<150)",4,37.815196,-120.708248,74,354,"6",13.5
2023-09-12,1899-12-31 10:45:00,"Knights Ferry",216,"RN","Small (<150)",3,37.815196,-120.708248,74,354,"6",13.5
2023-09-12,1899-12-31 10:45:00,"Knights Ferry",216,"RN","Small (<150)",4,37.815196,-120.708248,74,354,"6",13.5
2023-09-12,1899-12-31 10:45:00,"Knights Ferry",216,"RN","Small (<150)",5,37.815196,-120.708248,74,354,"6",13.5
2023-09-12,1899-12-31 11:10:00,"Knights Ferry",219,"RN","Small (<150)",0,37.815175,-120.710842,61.6,354,"5",NA
2023-09-12,1899-12-31 11:30:00,"Knights Ferry",234,"PL","Small (<150)",0,37.809147,-120.714912,88.8,354,"6",14
2023-09-12,1899-12-31 11:40:00,"Knights Ferry",235,"PL","Small (<150)",1,37.808511,-120.715752,111.8,354,"6",14
2023-09-12,1899-12-31 11:50:00,"Knights Ferry",240,"PL","Small (<150)",0,37.807048,-120.717475,59.6,354,"4",NA
2023-09-12,1899-12-31 12:10:00,"Knights Ferry",245,"PL","Small (<150)",1,37.806007,-120.72228,60.8,354,"8",NA
2023-09-12,1899-12-31 12:10:00,"Knights Ferry",245,"PL","Small (<150)",1,37.806007,-120.72228,60.8,354,"8",NA
2023-09-12,1899-12-31 12:10:00,"Knights Ferry",245,"PL","Small (<150)",5,37.806007,-120.72228,60.8,354,"8",NA
2023-09-12,1899-12-31 12:10:00,"Knights Ferry",245,"PL","Small (<150)",2,37.806007,-120.72228,60.8,354,"8",NA
2023-09-12,1899-12-31 12:45:00,"Knights Ferry",249,"PL","Small (<150)",0,37.803617,-120.724414,81.3,354,"5",NA
2023-09-12,1899-12-31 13:00:00,"Knights Ferry",252,"PL","Small (<150)",1,37.800842,-120.725658,65.3,354,"5",NA
2023-09-13,1899-12-31 08:50:00,"Knights Ferry",256,"RN","Small (<150)",31,37.799194,-120.725319,72.6,352,"6",12.8
2023-09-13,1899-12-31 09:00:00,"Knights Ferry",259,"RF","Small (<150)",0,37.798413,-120.725797,19.8,352,"5",12.7
2023-09-13,1899-12-31 09:10:00,"Knights Ferry",264,"RN","Small (<150)",16,37.795656,-120.727378,54.1,352,NA,12.8
2023-09-13,1899-12-31 09:30:00,"Knights Ferry",279,"RN","Small (<150)",11,37.788544,-120.733633,64.7,352,"6",12.8
2023-09-13,1899-12-31 09:50:00,"Knights Ferry",287,"PL","Small (<150)",6,37.787006,-120.73923,106.9,352,"5",12.9
2023-09-13,1899-12-31 09:50:00,"Knights Ferry",287,"PL","Small (<150)",11,37.787006,-120.73923,106.9,352,"5",12.9
2023-09-13,1899-12-31 09:50:00,"Knights Ferry",287,"PL","Small (<150)",10,37.787006,-120.73923,106.9,352,"5",12.9
2023-09-13,1899-12-31 09:50:00,"Knights Ferry",287,"PL","Small (<150)",10,37.787006,-120.73923,106.9,352,"5",12.9
2023-09-13,1899-12-31 11:15:00,"Knights Ferry",294,"RN","Small (<150)",9,37.787023,-120.744809,60.5,352,"8",13.1
2023-09-13,1899-12-31 11:20:00,"Knights Ferry",298,"RN","Small (<150)",0,37.786779,-120.747088,73.8,352,"6",13.3
2023-09-13,1899-12-31 11:50:00,"Knights Ferry",NA,"RN","Small (<150)",46,NA,NA,NA,352,"6",14.3
2023-09-13,1899-12-31 12:00:00,"Knights Ferry",317,"RF","Small (<150)",8,37.785076,-120.76091,40.7,352,NA,14.2
2023-09-13,1899-12-31 12:00:00,"Knights Ferry",317,"RF","Small (<150)",4,37.785076,-120.76091,40.7,352,NA,14.2
2023-09-13,1899-12-31 12:00:00,"Knights Ferry",317,"RF","Small (<150)",5,37.785076,-120.76091,40.7,352,NA,14.2
2023-09-13,1899-12-31 12:00:00,"Knights Ferry",317,"RF","Small (<150)",11,37.785076,-120.76091,40.7,352,NA,14.2
2023-09-14,1899-12-31 09:15:00,"Goodwin",62,"RN","Small (<150)",41,37.841052,-120.64329,97,372,"8",11.8
2023-09-14,1899-12-31 09:15:00,"Goodwin",62,"RN","Small (<150)",46,37.841052,-120.64329,97,372,"8",11.8
2023-09-14,1899-12-31 09:15:00,"Goodwin",62,"RN","Small (<150)",68,37.841052,-120.64329,97,372,"8",11.8
2023-09-14,1899-12-31 09:15:00,"Goodwin",62,"RN","Small (<150)",67,37.841052,-120.64329,97,372,"8",11.8
2023-09-14,1899-12-31 10:00:00,"Goodwin",60,"RF","Small (<150)",2,37.842174,-120.642772,33,372,NA,NA
2023-09-14,1899-12-31 10:10:00,"Goodwin",59,"PL","Small (<150)",46,37.8424203,-120.6427743,24,372,"5",12.3
2023-09-14,1899-12-31 10:10:00,"Goodwin",59,"PL","Small (<150)",46,37.8424203,-120.6427743,24,372,"5",12.3
2023-09-14,1899-12-31 10:10:00,"Goodwin",59,"PL","Small (<150)",32,37.8424203,-120.6427743,24,372,"5",12.3
2023-09-14,1899-12-31 10:10:00,"Goodwin",59,"PL","Small (<150)",36,37.8424203,-120.6427743,24,372,"5",12.3
2023-09-14,1899-12-31 10:20:00,"Goodwin",58,"RN","Small (<150)",39,37.842597,-120.642823,40,372,"5",12.3
2023-09-14,1899-12-31 10:20:00,"Goodwin",58,"RN","Small (<150)",61,37.842597,-120.642823,40,372,"5",12.3
2023-09-14,1899-12-31 10:20:00,"Goodwin",58,"RN","Small (<150)",81,37.842597,-120.642823,40,372,"5",12.3
2023-09-14,1899-12-31 10:20:00,"Goodwin",58,"RN","Small (<150)",78,37.842597,-120.642823,40,372,"5",12.3
2023-09-14,1899-12-31 10:40:00,"Goodwin",57,"RF","Small (<150)",58,37.842912,-120.642934,34,372,NA,11.8
2023-09-14,1899-12-31 11:00:00,"Goodwin",54,"RF","Small (<150)",28,37.8438519,-120.6436633,30,372,"6",11.9
2023-09-14,1899-12-31 11:00:00,"Goodwin",55,"RN","Small (<150)",65,37.8433557,-120.6435098,58,372,"6",11.9
2023-09-14,1899-12-31 11:45:00,"Goodwin",123,"PL","Small (<150)",0,37.8190945,-120.6641796,84,372,"5",12.3
2023-09-14,1899-12-31 12:00:00,"Goodwin",124,"RN","Small (<150)",3,37.818386,-120.665403,163,372,"5",12.3
2023-09-14,1899-12-31 12:15:00,"Goodwin",125,"PL","Small (<150)",2,37.818322,-120.665999,49,372,"5",12.3
2023-09-15,1899-12-31 09:28:00,"Goodwin",26,"RN","Small (<150)",9,37.8569777,-120.6357873,67,371,"8",11.6
2023-09-15,1899-12-31 09:44:00,"Goodwin",28,"RN","Small (<150)",0,37.856255,-120.6357427,32,371,"8",11.6
2023-09-15,1899-12-31 09:44:00,"Goodwin",29,"PL","Small (<150)",0,37.8559825,-120.6363556,61,371,"6",11.6
2023-09-15,1899-12-31 09:53:00,"Goodwin",30,"RN","Small (<150)",3,37.8556689,-120.6365966,45,371,NA,11.6
2023-09-15,1899-12-31 10:29:00,"Goodwin",34,"PL","Small (<150)",3,37.853345,-120.637789,141,371,NA,11.7
2023-09-15,1899-12-31 11:00:00,"Goodwin",46,NA,"Small (<150)",0,37.8491131,-120.6375461,50,371,NA,11.9
2023-09-15,1899-12-31 11:15:00,"Goodwin",48,"PL","Small (<150)",0,37.8482335,-120.6379566,89,371,"8",11.9
2023-09-15,1899-12-31 11:15:00,"Goodwin",48,"PL","Small (<150)",0,37.8482335,-120.6379566,89,371,"8",11.9
2023-09-15,1899-12-31 11:15:00,"Goodwin",48,"PL","Small (<150)",1,37.8482335,-120.6379566,89,371,"8",11.9
2023-09-15,1899-12-31 11:15:00,"Goodwin",48,"PL","Small (<150)",0,37.8482335,-120.6379566,89,371,"8",11.9
2023-09-15,1899-12-31 12:43:00,"Goodwin",66,"RN","Small (<150)",83,37.839175,-120.645941,26,371,NA,11.9
2023-09-15,NA,"Goodwin",68,"PL/RN","Small (<150)",37,37.838474,-120.646954,89,371,NA,12.5
2023-09-15,1899-12-31 13:10:00,"Goodwin",75,"RN","Small (<150)",10,37.836515,-120.65019,39,371,NA,12.6
2023-09-15,1899-12-31 13:30:00,"Goodwin",85,"RN","Small (<150)",6,37.834443,-120.6521032,61,371,NA,12.6
2023-09-15,1899-12-31 14:00:00,"Goodwin",90,"PL","Small (<150)",0,37.8329589,-120.6530413,97,371,NA,12.8
2023-09-15,1899-12-31 14:20:00,"Goodwin",97,"PL","Small (<150)",0,37.830319,-120.653435,61,371,NA,12.9
2023-09-15,1899-12-31 14:20:00,"Goodwin",98,"PL","Small (<150)",0,37.829929,-120.6537719,52,371,NA,12.9
2023-09-15,1899-12-31 14:20:00,"Goodwin",98,"PL","Small (<150)",0,37.829929,-120.6537719,52,371,NA,12.9
2023-09-15,1899-12-31 14:20:00,"Goodwin",98,"PL","Small (<150)",0,37.829929,-120.6537719,52,371,NA,12.9
2023-09-15,1899-12-31 15:00:00,"Goodwin",113,"RN","Small (<150)",2,37.824092,-120.655633,47,371,NA,13.2
2023-09-15,1899-12-31 15:11:00,"Goodwin",115,"RN","Small (<150)",4,37.8232228,-120.6560031,38,371,NA,13.2
2023-09-15,1899-12-31 15:11:00,"Goodwin",116,"PL","Small (<150)",2,37.822359,-120.656743,134,371,NA,13.2
2023-09-15,1899-12-31 15:38:00,"Goodwin",120,"RN","Small (<150)",13,37.820009,-120.66142,84,371,NA,13.2
2023-09-18,1899-12-31 08:45:00,"Goodwin",326,"RN","Small (<150)",0,37.79007,-120.764724,48.1,353,"5",13.3
1899-12-31,1899-12-31 08:55:00,"Goodwin",332,"RF","Small (<150)",3,37.790996,-120.768091,41.1,353,"6",13.3
2023-09-18,1899-12-31 09:00:00,"Goodwin",327,"RF","Small (<150)",0,37.7903,-120.765007,39,353,"5",13.3
2023-09-18,1899-12-31 09:00:00,"Goodwin",331,"RN","Small (<150)",0,37.790873,-120.767693,65.5,353,"6",13.3
2023-09-18,1899-12-31 09:10:00,"Goodwin",336,"RF","Small (<150)",1,37.791804,-120.770336,61.8,353,"6",13.3
2023-09-18,1899-12-31 09:15:00,"Goodwin",335,"RN","Small (<150)",1,37.791569,-120.769767,89.3,353,"6",13.5
2023-09-18,1899-12-31 09:30:00,"Goodwin",341,"RN","Small (<150)",3,37.79214,-120.774938,77.8,353,"5",13.9
2023-09-18,1899-12-31 09:45:00,"Goodwin",370,"RF","Small (<150)",0,37.786278,-120.788502,18.6,353,"5",13.8
2023-09-18,1899-12-31 09:55:00,"Goodwin",352,"RN","Small (<150)",4,37.789826,-120.781491,34.9,353,"4",13.5
2023-09-18,1899-12-31 09:55:00,"Goodwin",352,"RN","Small (<150)",1,37.789826,-120.781491,34.9,353,"4",13.5
2023-09-18,1899-12-31 09:55:00,"Goodwin",352,"RN","Small (<150)",8,37.789826,-120.781491,34.9,353,"4",13.5
2023-09-18,1899-12-31 09:55:00,"Goodwin",352,"RN","Small (<150)",11,37.789826,-120.781491,34.9,353,"4",13.5
2023-09-18,1899-12-31 10:20:00,"Goodwin",355,"RN","Small (<150)",2,37.788713,-120.782195,66.9,353,"5",13.8
2023-09-18,1899-12-31 10:35:00,"Goodwin",369,"RN","Small (<150)",3,37.786166,-120.788371,49.8,353,"5",13.8
2023-09-18,1899-12-31 10:35:00,"Goodwin",369,"RN","Small (<150)",6,37.786166,-120.788371,49.8,353,"5",13.8
2023-09-18,1899-12-31 10:35:00,"Goodwin",369,"RN","Small (<150)",3,37.786166,-120.788371,49.8,353,"5",13.8
2023-09-18,1899-12-31 10:35:00,"Goodwin",369,"RN","Small (<150)",2,37.786166,-120.788371,49.8,353,"5",13.8
2023-09-18,1899-12-31 11:30:00,"Goodwin",373,"RN","Small (<150)",3,37.786884,-120.790127,79.1,353,"6",14.7
2023-09-18,1899-12-31 11:45:00,"Goodwin",378,"RN","Small (<150)",2,37.788508,-120.794219,61.5,353,"5",14.5
2023-09-18,1899-12-31 11:45:00,"Goodwin",378,"RN","Small (<150)",0,37.788508,-120.794219,61.5,353,"5",14.5
2023-09-18,1899-12-31 11:45:00,"Goodwin",378,"RN","Small (<150)",0,37.788508,-120.794219,61.5,353,"5",14.5
2023-09-18,1899-12-31 11:45:00,"Goodwin",378,"RN","Small (<150)",2,37.788508,-120.794219,61.5,353,"5",14.5
2023-09-18,1899-12-31 12:10:00,"Goodwin",385,"RN","Small (<150)",0,37.786122,-120.799108,97.5,353,"6",14.5
2023-09-18,1899-12-31 12:15:00,"Goodwin",384,"RN","Small (<150)",0,37.786526,-120.798233,45.1,353,"6",14.5
2023-09-18,1899-12-31 12:30:00,"Goodwin",390,"PL","Small (<150)",2,37.784991,-120.802181,61.2,353,"6",14.5
2023-09-18,1899-12-31 12:30:00,"Goodwin",390,"PL","Small (<150)",1,37.784991,-120.802181,61.2,353,"6",14.5
2023-09-18,1899-12-31 12:30:00,"Goodwin",390,"PL","Small (<150)",0,37.784991,-120.802181,61.2,353,"6",14.5
2023-09-18,1899-12-31 12:30:00,"Goodwin",390,"PL","Small (<150)",1,37.784991,-120.802181,61.2,353,"6",14.5
2023-09-18,1899-12-31 12:55:00,"Goodwin",396,"PL","Small (<150)",1,37.78474,-120.805691,76.8,353,"6",15.2
2023-09-20,1899-12-31 08:50:00,"OBB",400,"PL","Small (<150)",0,37.786604,-120.808601,116.2,351,"5",13.5
2023-09-20,1899-12-31 09:05:00,"OBB",404,"RN","Small (<150)",1,37.788898,-120.809968,93.5,351,"5",13.6
2023-09-20,1899-12-31 09:15:00,"OBB",408,"RN","Small (<150)",4,37.790755,-120.81082,97.7,351,"2",13.5
2023-09-20,1899-12-31 09:30:00,"OBB",412,"RN","Small (<150)",0,37.791013,-120.813186,21.6,351,"6",13.6
2023-09-20,1899-12-31 09:40:00,"OBB",415,"RN","Small (<150)",0,37.790967,-120.816082,96.2,351,"4",13.9
2023-09-20,1899-12-31 09:50:00,"OBB",416,"RN","Small (<150)",0,37.79108,-120.816393,33,351,"4",13.9
2023-09-20,1899-12-31 10:00:00,"OBB",419,"PL","Small (<150)",0,37.791314,-120.817594,50.5,351,"4",13.9
2023-09-20,1899-12-31 10:15:00,"OBB",431,"PL","Small (<150)",0,37.787753,-120.822756,56.1,351,"5",14.1
2023-09-20,1899-12-31 10:30:00,"OBB",433,"RN","Small (<150)",1,37.787602,-120.823829,65,351,"6",14.1
2023-09-20,1899-12-31 10:30:00,"OBB",433,"RN","Small (<150)",0,37.787602,-120.823829,65,351,"6",14.1
2023-09-20,1899-12-31 10:30:00,"OBB",433,"RN","Small (<150)",1,37.787602,-120.823829,65,351,"6",14.1
2023-09-20,1899-12-31 10:30:00,"OBB",433,"RN","Small (<150)",1,37.787602,-120.823829,65,351,"6",14.1
2023-09-20,1899-12-31 10:45:00,"OBB",439,"RF","Small (<150)",2,37.787468,-120.826314,40.2,351,"6",14
2023-09-20,1899-12-31 10:45:00,"OBB",439,"RF","Small (<150)",3,37.787468,-120.826314,40.2,351,"6",14
2023-09-20,1899-12-31 10:45:00,"OBB",439,"RF","Small (<150)",2,37.787468,-120.826314,40.2,351,"6",14
2023-09-20,1899-12-31 10:45:00,"OBB",439,"RF","Small (<150)",4,37.787468,-120.826314,40.2,351,"6",14
2023-09-20,1899-12-31 11:15:00,"OBB",453,"RN","Small (<150)",1,37.782894,-120.835241,45.4,351,"8",14.2
2023-09-20,1899-12-31 11:15:00,"OBB",453,"RN","Small (<150)",5,37.782894,-120.835241,45.4,351,"8",14.2
2023-09-20,1899-12-31 11:15:00,"OBB",453,"RN","Small (<150)",2,37.782894,-120.835241,45.4,351,"8",14.2
2023-09-20,1899-12-31 11:15:00,"OBB",453,"RN","Small (<150)",1,37.782894,-120.835241,45.4,351,"8",14.2
2023-09-20,1899-12-31 12:25:00,"OBB",463,"PL","Small (<150)",1,37.779958,-120.841427,43.9,351,"5",14.5
2023-09-20,1899-12-31 12:40:00,"OBB",469,"PL","Small (<150)",0,37.779847,-120.847084,101,351,"5",14.8
2023-09-20,1899-12-31 12:50:00,"OBB",471,"PL","Small (<150)",0,37.779289,-120.848264,55.2,351,"5",14.8
2023-09-20,1899-12-31 12:50:00,"OBB",471,"PL","Small (<150)",0,37.779289,-120.848264,55.2,351,"5",14.8
2023-09-20,1899-12-31 12:50:00,"OBB",471,"PL","Small (<150)",1,37.779289,-120.848264,55.2,351,"5",14.8
2023-09-20,1899-12-31 12:50:00,"OBB",471,"PL","Small (<150)",1,37.779289,-120.848264,55.2,351,"5",14.8
2023-09-20,1899-12-31 13:15:00,"OBB",479,"RN","Small (<150)",1,37.777381,-120.853332,56.5,351,"6",15.1
2023-09-20,1899-12-31 13:30:00,"OBB",485,"RN","Small (<150)",0,37.776254,-120.857943,37.4,351,"5",15.2
2023-09-20,1899-12-31 13:40:00,"OBB",487,"RN","Small (<150)",0,37.775584,-120.858988,81.5,351,"5",15.2
2023-09-08,1899-12-31 09:00:00,"Goodwin",3,"RN","Medium (150-300)",26,37.8624283,-120.6306277,49,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Medium (150-300)",28,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Medium (150-300)",49,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Medium (150-300)",52,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:05:00,"Goodwin",4,"RN","Medium (150-300)",46,37.8622483,-120.6310521,56,405,"4",11.7
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Medium (150-300)",0,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Medium (150-300)",0,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Medium (150-300)",0,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 09:45:00,"Goodwin",9,"RF","Medium (150-300)",0,37.861335,-120.633542,22,405,"8",11.8
2023-09-08,1899-12-31 10:00:00,"Goodwin",11,"RN","Medium (150-300)",56,37.860778,-120.634326,42,405,"8",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Medium (150-300)",35,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Medium (150-300)",36,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Medium (150-300)",24,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:15:00,"Goodwin",13,"RN","Medium (150-300)",37,37.860338,-120.634498,38,405,"5",11.9
2023-09-08,1899-12-31 10:40:00,"Goodwin",22,"RF","Medium (150-300)",6,37.8581709,-120.6355961,36,405,"8",12.1
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Medium (150-300)",41,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Medium (150-300)",43,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Medium (150-300)",38,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 08:35:00,"Knights Ferry",129,"RN","Medium (150-300)",24,37.818776,-120.669563,115.7,366,"6",12.4
2023-09-11,1899-12-31 09:05:00,"Knights Ferry",132,"PL","Medium (150-300)",18,37.818476,-120.671374,63.2,366,"4-5",12.5
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Medium (150-300)",9,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Medium (150-300)",1,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Medium (150-300)",5,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:25:00,"Knights Ferry",134,"RN","Medium (150-300)",9,37.818237,-120.672959,106.2,366,"6",12.6
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Medium (150-300)",14,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Medium (150-300)",7,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Medium (150-300)",6,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 09:50:00,"Knights Ferry",135,"PL","Medium (150-300)",12,37.818098,-120.673342,40.6,366,"6",12.7
2023-09-11,1899-12-31 10:45:00,"Knights Ferry",143,"RN","Medium (150-300)",5,37.814804,-120.674592,76.3,366,"4",12.8
2023-09-11,1899-12-31 10:55:00,"Knights Ferry",145,"RF","Medium (150-300)",0,37.813669,-120.673656,52.8,366,"2",12.9
